"Province","District","Market","Commodity","Average Price","Date"
"Kigali City","GASABO","Batsinda","ibitunguru-bitukura","1383","03/08/2024"
"Kigali City","GASABO","Batsinda","Ibitunguru-umweru","1983","03/08/2024"
"Kigali City","GASABO","Batsinda","Inyanya","1183","03/08/2024"
"Kigali City","GASABO","Batsinda","Imiteja","483","03/08/2024"
"Kigali City","GASABO","Batsinda","Karoti","783","03/08/2024"
"Kigali City","GASABO","Batsinda","Amashu","283","03/08/2024"
"Kigali City","GASABO","Batsinda","Ingano","983","03/08/2024"
"Kigali City","GASABO","Batsinda","Ibigori","443","03/08/2024"
"Kigali City","GASABO","Batsinda","Amasaka","717","03/08/2024"
"Kigali City","GASABO","Batsinda","Soya","783","03/08/2024"
"Kigali City","GASABO","Batsinda","Amashaza","2467","03/08/2024"
"Kigali City","GASABO","Batsinda","IFI - Tomson","2667","03/08/2024"
"Kigali City","GASABO","Batsinda","IFI - Tilapia","3767","03/08/2024"
"Kigali City","GASABO","Batsinda","Ifi - isambaza","8833","03/08/2024"
"Kigali City","GASABO","Batsinda","Ifi- Indagara-umunyu","2433","03/08/2024"
"Kigali City","GASABO","Batsinda","igi - irinyaRwanda","237","03/08/2024"
"Kigali City","GASABO","Batsinda","Igi- Pondeze","147","03/08/2024"
"Kigali City","GASABO","Batsinda","Inyama-ingurube","3433","03/08/2024"
"Kigali City","GASABO","Batsinda","Inyama-inka- Iroti","5933","03/08/2024"
"Kigali City","GASABO","Batsinda","inyama-inka-imvange","4433","03/08/2024"
"Kigali City","GASABO","Batsinda","Inyama - inkoko","3933","03/08/2024"
"Kigali City","GASABO","Batsinda","Ibirayi - Umweru","443","03/08/2024"
"Kigali City","GASABO","Batsinda","Ibirayi- Kinigi Grade 2","543","03/08/2024"
"Kigali City","GASABO","Batsinda","Amavuta - Amamesa","2933","03/08/2024"
"Kigali City","GASABO","Batsinda","Amavuta ubuto","1983","03/08/2024"
"Kigali City","GASABO","Batsinda","inshyushyu","543","03/08/2024"
"Kigali City","GASABO","Batsinda","Isukari","1683","03/08/2024"
"Kigali City","GASABO","Batsinda","Ifu - Ibigori - Mugurusu","983","03/08/2024"
"Kigali City","GASABO","Batsinda","Ifu - Ibigori - MINIMEX","1183","03/08/2024"
"Kigali City","GASABO","Batsinda","Ifu - Ibigori - Gashumba","1283","03/08/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Umuhinde","1383","03/08/2024"
"Kigali City","GASABO","Batsinda","Umuceri Pakistani","1383","03/08/2024"
"Kigali City","GASABO","Batsinda","Umuceri Thailand","1583","03/08/2024"
"Kigali City","GASABO","Batsinda","Umuceri-Tz","1683","03/08/2024"
"Kigali City","GASABO","Batsinda","Umuceri - RW - Kigori","1183","03/08/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Tz No 2","1483","03/08/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Rw - Luck rice","1283","03/08/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Rw - Nyiraburyohe","1383","03/08/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo Ibinyarwanda","533","03/08/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo/Mutiki","983","03/08/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo Colta","1083","03/08/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo Shyushya","633","03/08/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo - Mushingiriro","583","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Avoka ihiye nto","100","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Avoka mbisi nto","70","03/08/2024"
"Western","NYAMASHEKE","Rwesero","IFI - Tilapia","3600","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Ifi - isambaza","9000","03/08/2024"
"Western","NYAMASHEKE","Rwesero","IFI - Tomson","3200","03/08/2024"
"Western","NYAMASHEKE","Rwesero","igi - irinyaRwanda","200","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Igi- Pondeze","180","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Urusenda","3000","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Isukari","1800","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Amavuta ubuto","2100","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Amavuta - Amamesa","2000","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Ifu-imyumbati","750","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Inanasi","300","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Imineke","1000","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Indimu","1200","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Amatunda","1500","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Ibinyomoro","1200","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Konkombure","1500","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Beterave","1000","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Puwavuro","1400","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Puwaro","1500","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Imiteja","1200","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Dodo","200","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Amashu","250","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Karoti","500","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Tungurusumu","2000","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Inyanya","1500","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Ibirayi- Kinigi Grade 2","600","03/08/2024"
"Western","NYAMASHEKE","Rwesero","ibirayi - Kirundo","550","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Ibirayi - Nyirakabondo","500","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Amateke","350","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Imyumbati","500","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Igitoki","400","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Ibijumba","400","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Amakara","9000","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Ubunyobwa","1650","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Ibigori","500","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Soya","800","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Ifu-ingano","1300","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Ingano","1200","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Ifu-amasaka","700","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Amasaka","650","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Ifu - Ibigori - Mugurusu","900","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Umuceri - Tz No 2","1300","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Umuceri-RW","1200","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Umuceri-Tz","1500","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Ibishyimbo Ibinyarwanda","600","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Ibishyimbo - Mushingiriro","600","03/08/2024"
"Western","NYAMASHEKE","Rwesero","inyama-inka-imvange","4000","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Inyama-inka- Iroti","4500","03/08/2024"
"Western","NYAMASHEKE","Rwesero","ibitunguru-bitukura","1500","03/08/2024"
"Western","NYAMASHEKE","Rwesero","Ibihaza","200","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Amatunda","2200","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Amashu","500","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Amashaza","3000","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Amateke","700","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Amavuta ubuto","2000","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ubunyobwa","2500","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Umuceri-Tz","1600","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Urunyogwe","2500","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Umuceri - RW - Kigori","1200","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Umuceri - Tz No 2","1400","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Umuceri - Rw - Luck rice","1400","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Umuceri Thailand","1600","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Umuceri - Umuhinde","1500","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Soya","1000","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Karoti","800","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Pome","600","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibigori","480","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibijumba","600","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ifu-imyumbati","1000","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Igitoki","500","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Imineke","2000","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Imyumbati","700","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ingano","1100","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","inshyushyu","500","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Inyanya","1300","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","ibitunguru-bitukura","1500","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Indimu","1800","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Inanasi","800","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Avoka ihiye nto","250","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibinyomoro","1800","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ipapayi","1700","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibitonore","1800","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Imiteja","1000","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Inyama-ingurube","3500","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Inyama-ihene","5000","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Isombe","800","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ifu-amasaka","1200","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibishyimbo/Mutiki","1000","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibishyimbo Ibinyarwanda","700","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibishyimbo Colta","1200","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibishyimbo - Mugeri","900","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ifi- Indagara-umunyu","2500","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Inyama-inka- Iroti","6000","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","inyama-inka-imvange","4300","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Inyama - Inkoko - rwanda","6000","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","inyama - inkoko - pondezi","4500","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ifu - Ibigori - Gashumba","1200","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","igi - irinyaRwanda","250","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Igi- Pondeze","150","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibishyimbo - Injyamane","1300","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Isukari","2000","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","IFI - Tomson","3000","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","IFI - Tilapia","4500","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibirayi- Kinigi Grade 2","600","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibirayi- Kinigi Grade 1","650","03/08/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibirayi - Umweru","550","03/08/2024"
"Western","RUTSIRO","CongoNil","Inyama-intama","2300","03/08/2024"
"Western","RUTSIRO","CongoNil","Inyama - Inkoko - rwanda","6000","03/08/2024"
"Western","RUTSIRO","CongoNil","Umuceri Pakistani","1500","03/08/2024"
"Western","RUTSIRO","CongoNil","Ibirayi- Kinigi Grade 2","600","03/08/2024"
"Western","RUTSIRO","CongoNil","Ibirayi - Umweru","500","03/08/2024"
"Western","RUTSIRO","CongoNil","Amasaka","700","03/08/2024"
"Western","RUTSIRO","CongoNil","Umuceri - RW - Kigori","1200","03/08/2024"
"Western","RUTSIRO","CongoNil","Urusenda","2000","03/08/2024"
"Western","RUTSIRO","CongoNil","Ibijumba","300","03/08/2024"
"Western","RUTSIRO","CongoNil","Urunyogwe","2500","03/08/2024"
"Western","RUTSIRO","CongoNil","Soya","1067","03/08/2024"
"Western","RUTSIRO","CongoNil","Ubunyobwa","2000","03/08/2024"
"Western","RUTSIRO","CongoNil","Inanasi","283","03/08/2024"
"Western","RUTSIRO","CongoNil","Karoti","300","03/08/2024"
"Western","RUTSIRO","CongoNil","Amacunga","1000","03/08/2024"
"Western","RUTSIRO","CongoNil","Inyanya","800","03/08/2024"
"Western","RUTSIRO","CongoNil","Inyama - Urukwavu","3000","03/08/2024"
"Western","RUTSIRO","CongoNil","Umuceri-Asia","1400","03/08/2024"
"Western","RUTSIRO","CongoNil","Ihene","35667","03/08/2024"
"Western","RUTSIRO","CongoNil","Avoka ihiye nto","127","03/08/2024"
"Western","RUTSIRO","CongoNil","Avoka mbisi nto","80","03/08/2024"
"Western","RUTSIRO","CongoNil","Ibirayi - Kuruseke","550","03/08/2024"
"Western","RUTSIRO","CongoNil","Ibirayi - Rutuku","500","03/08/2024"
"Western","RUTSIRO","CongoNil","Ifu - Ibigori - MINIMEX","1100","03/08/2024"
"Western","RUTSIRO","CongoNil","igi - irinyaRwanda","200","03/08/2024"
"Western","RUTSIRO","CongoNil","Umuceri - Tz No 2","1400","03/08/2024"
"Western","RUTSIRO","CongoNil","Umuceri - Rw - Luck rice","1400","03/08/2024"
"Western","RUTSIRO","CongoNil","Umuceri - Umuhinde","1300","03/08/2024"
"Western","RUTSIRO","CongoNil","Ibinyomoro","1500","03/08/2024"
"Western","RUTSIRO","CongoNil","Amateke","500","03/08/2024"
"Western","RUTSIRO","CongoNil","Ibishyimbo Kiryumukwe","850","03/08/2024"
"Western","RUTSIRO","CongoNil","Ibishyimbo - Mushingiriro","700","03/08/2024"
"Western","RUTSIRO","CongoNil","Ibishyimbo Colta","1100","03/08/2024"
"Western","RUTSIRO","CongoNil","Ibishyimbo - Injyamane","1000","03/08/2024"
"Western","RUTSIRO","CongoNil","Inyama-inka- Iroti","4500","03/08/2024"
"Western","RUTSIRO","CongoNil","Ifu - Ibigori - Mugurusu","1000","03/08/2024"
"Western","RUTSIRO","CongoNil","Ingano","1000","03/08/2024"
"Western","RUTSIRO","CongoNil","Ubuki","6000","03/08/2024"
"Western","RUTSIRO","CongoNil","Ibigori","320","03/08/2024"
"Western","RUTSIRO","CongoNil","Amatunda","1133","03/08/2024"
"Western","RUTSIRO","CongoNil","Ingurube","61667","03/08/2024"
"Western","RUTSIRO","CongoNil","Igi- Pondeze","150","03/08/2024"
"Western","RUTSIRO","CongoNil","inshyushyu","300","03/08/2024"
"Western","RUTSIRO","CongoNil","Imyumbati","433","03/08/2024"
"Western","RUTSIRO","CongoNil","ibitunguru-bitukura","1433","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Imiteja","1000","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Inyama-ihene","6000","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Inyama-inka- Iroti","5500","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","inyama-inka-imvange","4200","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Inyama - Inkoko - rwanda","6000","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","inyama - inkoko - pondezi","5000","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","igi - irinyaRwanda","250","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Igi- Pondeze","150","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","inshyushyu","500","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Karoti","700","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Inyanya","1200","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Ibigori","300","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Ibishyimbo/Mutiki","800","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Ingano","1000","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Ibishyimbo Kiryumukwe","800","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Ibishyimbo Ibinyarwanda","500","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Ibishyimbo Shyushya","650","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Ibishyimbo Colta","1200","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Soya","700","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Amasaka","600","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Ifu-ibigori-yo-mumahanga","1000","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Ifu - Ibigori - MINIMEX","1100","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Umuceri - Tz No 2","1500","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Umuceri-Tz","6800","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Umuceri Pakistani","1500","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Umuceri Thailand","1600","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Umuceri - Umuhinde","1400","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Isukari","1700","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Pome","550","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Ibirayi- Kinigi Grade 2","600","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","ibirayi - Kirundo","550","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Igitoki","400","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Amateke","400","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Imyumbati","700","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Ibijumba","350","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Ubuki","5000","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Ubunyobwa","2800","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Ifi - isambaza","10000","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Ifi- Indagara-umunyu","2500","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","IFI - Tilapia","4500","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","ibitunguru-bitukura","1200","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Tungurusumu","4000","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Urusenda","3000","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Amatunda","2000","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Ibinyomoro","1500","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Amacunga","1000","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Indimu","1200","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Imyembe","1000","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Ibitonore","2000","03/08/2024"
"Kigali City","KICUKIRO","Gahoromani","Urunyogwe","2000","03/08/2024"
"Southern","HUYE","Butare","Pome","500","03/08/2024"
"Southern","HUYE","Butare","Avoka ihiye nto","117","03/08/2024"
"Southern","HUYE","Butare","Isombe","667","03/08/2024"
"Southern","HUYE","Butare","Ibigori","383","03/08/2024"
"Southern","HUYE","Butare","Umuceri - Rw - Nyiraburyohe","1283","03/08/2024"
"Southern","HUYE","Butare","Amashaza","2500","03/08/2024"
"Southern","HUYE","Butare","Amakara","9833","03/08/2024"
"Southern","HUYE","Butare","Amavuta - Amamesa","3000","03/08/2024"
"Southern","HUYE","Butare","Amavuta ubuto","2000","03/08/2024"
"Southern","HUYE","Butare","Amasaka","733","03/08/2024"
"Southern","HUYE","Butare","Ibirayi","483","03/08/2024"
"Southern","HUYE","Butare","Urusenda","3000","03/08/2024"
"Southern","HUYE","Butare","Ibitunguru-umweru","1767","03/08/2024"
"Southern","HUYE","Butare","Ifu-ibigori","633","03/08/2024"
"Southern","HUYE","Butare","Ifu-imyumbati","867","03/08/2024"
"Southern","HUYE","Butare","Ubunyobwa","2500","03/08/2024"
"Southern","HUYE","Butare","Ifi- Indagara-umunyu","2500","03/08/2024"
"Southern","HUYE","Butare","Ibiringanya","500","03/08/2024"
"Southern","HUYE","Butare","Konkombure","567","03/08/2024"
"Southern","HUYE","Butare","Ingano","1233","03/08/2024"
"Southern","HUYE","Butare","inyama - inkoko - pondezi","4333","03/08/2024"
"Southern","HUYE","Butare","inyama-inka-imvange","3500","03/08/2024"
"Southern","HUYE","Butare","Inyama-zinka","4500","03/08/2024"
"Southern","HUYE","Butare","Inyama-inka- Iroti","5000","03/08/2024"
"Southern","HUYE","Butare","IFI - Tilapia","4833","03/08/2024"
"Southern","HUYE","Butare","IFI - Tomson","3000","03/08/2024"
"Southern","HUYE","Butare","Soya","933","03/08/2024"
"Southern","HUYE","Butare","Umuceri-Asia","1500","03/08/2024"
"Southern","HUYE","Butare","Umuceri-RW","1033","03/08/2024"
"Southern","HUYE","Butare","Ifi - isambaza","10000","03/08/2024"
"Southern","HUYE","Butare","Umuceri Pakistani","1500","03/08/2024"
"Southern","HUYE","Butare","Umuceri Thailand","1567","03/08/2024"
"Southern","HUYE","Butare","Ibihaza","317","03/08/2024"
"Southern","HUYE","Butare","Amashu","147","03/08/2024"
"Southern","HUYE","Butare","Umuceri - Rw - Gikonko","1433","03/08/2024"
"Southern","HUYE","Butare","Umuceri - Rw - Luck rice","1367","03/08/2024"
"Southern","HUYE","Butare","Imineke","767","03/08/2024"
"Southern","HUYE","Butare","Ipapayi","333","03/08/2024"
"Southern","HUYE","Butare","Inanasi","300","03/08/2024"
"Southern","HUYE","Butare","Ubuki","6000","03/08/2024"
"Southern","HUYE","Butare","Puwavuro","1033","03/08/2024"
"Southern","HUYE","Butare","igi - irinyaRwanda","200","03/08/2024"
"Southern","HUYE","Butare","Igi- Pondeze","150","03/08/2024"
"Southern","HUYE","Butare","Isukari","1933","03/08/2024"
"Southern","HUYE","Butare","Dodo","140","03/08/2024"
"Southern","HUYE","Butare","Tungurusumu","3167","03/08/2024"
"Southern","HUYE","Butare","Indimu","1400","03/08/2024"
"Southern","HUYE","Butare","Imiteja","767","03/08/2024"
"Southern","HUYE","Butare","Beterave","767","03/08/2024"
"Southern","HUYE","Butare","Amacunga","1000","03/08/2024"
"Southern","HUYE","Butare","ibitunguru-bitukura","1333","03/08/2024"
"Southern","HUYE","Butare","Imyembe","1000","03/08/2024"
"Southern","HUYE","Butare","Ibinyomoro","1400","03/08/2024"
"Southern","HUYE","Butare","Amatunda","1900","03/08/2024"
"Southern","HUYE","Butare","Amateke","600","03/08/2024"
"Southern","HUYE","Butare","Ibijumba","333","03/08/2024"
"Southern","HUYE","Butare","Imyumbati","500","03/08/2024"
"Southern","HUYE","Butare","Ifu - Ibigori - MINIMEX","1167","03/08/2024"
"Southern","HUYE","Butare","ibirayi - Kuruza","517","03/08/2024"
"Southern","HUYE","Butare","Ibirayi - Kuruseke","517","03/08/2024"
"Southern","HUYE","Butare","Ibirayi- Kinigi Grade 2","583","03/08/2024"
"Southern","HUYE","Butare","Ibishyimbo/Mutiki","1200","03/08/2024"
"Southern","HUYE","Butare","Ibishyimbo Kiryumukwe","1200","03/08/2024"
"Southern","HUYE","Butare","Umuceri - RW - Kigori","1167","03/08/2024"
"Southern","HUYE","Butare","inshyushyu","500","03/08/2024"
"Southern","HUYE","Butare","Inyanya","1000","03/08/2024"
"Southern","HUYE","Butare","Ibishyimbo - Mushingiriro","667","03/08/2024"
"Southern","HUYE","Butare","Ibishyimbo Colta","1200","03/08/2024"
"Southern","HUYE","Butare","Umuceri-Tz","1633","03/08/2024"
"Southern","HUYE","Butare","Igitoki","433","03/08/2024"
"Southern","HUYE","Butare","Ibishyimbo Ibinyarwanda","550","03/08/2024"
"Western","RUSIZI","Kamembe","Inyama-ihene","5500","03/08/2024"
"Western","RUSIZI","Kamembe","Inyama-ingurube","3500","03/08/2024"
"Western","RUSIZI","Kamembe","Inyama-inka- Iroti","5000","03/08/2024"
"Western","RUSIZI","Kamembe","inyama-inka-imvange","4500","03/08/2024"
"Western","RUSIZI","Kamembe","Inyama - Inkoko - rwanda","5000","03/08/2024"
"Western","RUSIZI","Kamembe","inyama - inkoko - pondezi","4000","03/08/2024"
"Western","RUSIZI","Kamembe","Inyama - Urukwavu","3500","03/08/2024"
"Western","RUSIZI","Kamembe","Ubunyobwa","1800","03/08/2024"
"Western","RUSIZI","Kamembe","igi - irinyaRwanda","250","03/08/2024"
"Western","RUSIZI","Kamembe","Igi- Pondeze","150","03/08/2024"
"Western","RUSIZI","Kamembe","inshyushyu","500","03/08/2024"
"Western","RUSIZI","Kamembe","Amatunda","1500","03/08/2024"
"Western","RUSIZI","Kamembe","Ibinyomoro","1400","03/08/2024"
"Western","RUSIZI","Kamembe","Amacunga","1200","03/08/2024"
"Western","RUSIZI","Kamembe","Imyembe","2000","03/08/2024"
"Western","RUSIZI","Kamembe","Inanasi","300","03/08/2024"
"Western","RUSIZI","Kamembe","Ifi - isambaza","5000","03/08/2024"
"Western","RUSIZI","Kamembe","Ifi- Indagara-umunyu","2200","03/08/2024"
"Western","RUSIZI","Kamembe","IFI - Tomson","3500","03/08/2024"
"Western","RUSIZI","Kamembe","IFI - Tilapia","4200","03/08/2024"
"Western","RUSIZI","Kamembe","Inyanya","1300","03/08/2024"
"Western","RUSIZI","Kamembe","Tungurusumu","3700","03/08/2024"
"Western","RUSIZI","Kamembe","ibitunguru-bitukura","1400","03/08/2024"
"Western","RUSIZI","Kamembe","Ibitunguru-umweru","1500","03/08/2024"
"Western","RUSIZI","Kamembe","Amashu","200","03/08/2024"
"Western","RUSIZI","Kamembe","Karoti","700","03/08/2024"
"Western","RUSIZI","Kamembe","Beterave","1000","03/08/2024"
"Western","RUSIZI","Kamembe","Dodo","400","03/08/2024"
"Western","RUSIZI","Kamembe","Puwaro","1300","03/08/2024"
"Western","RUSIZI","Kamembe","Puwavuro","1200","03/08/2024"
"Western","RUSIZI","Kamembe","Igitoki","400","03/08/2024"
"Western","RUSIZI","Kamembe","Ibijumba","400","03/08/2024"
"Western","RUSIZI","Kamembe","Soya","900","03/08/2024"
"Western","RUSIZI","Kamembe","Ifu-ingano","1300","03/08/2024"
"Western","RUSIZI","Kamembe","Ingano","1200","03/08/2024"
"Western","RUSIZI","Kamembe","Ifu-imyumbati","700","03/08/2024"
"Western","RUSIZI","Kamembe","Amateke","700","03/08/2024"
"Western","RUSIZI","Kamembe","Imyumbati","600","03/08/2024"
