"Province","District","Market","Commodity","Average Price","Date"
"Kigali City","GASABO","Batsinda","inshyushyu","543","05/16/2024"
"Kigali City","GASABO","Batsinda","Isukari","1383","05/16/2024"
"Kigali City","GASABO","Batsinda","Ifu - Ibigori - Mugurusu","783","05/16/2024"
"Kigali City","GASABO","Batsinda","Ifu - Ibigori - MINIMEX","1083","05/16/2024"
"Kigali City","GASABO","Batsinda","Ifu - Ibigori - Gashumba","1183","05/16/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Umuhinde","1283","05/16/2024"
"Kigali City","GASABO","Batsinda","Umuceri Pakistani","1383","05/16/2024"
"Kigali City","GASABO","Batsinda","Umuceri Thailand","1583","05/16/2024"
"Kigali City","GASABO","Batsinda","Umuceri-Tz1","1783","05/16/2024"
"Kigali City","GASABO","Batsinda","Umuceri - RW - Kigori","1183","05/16/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Rw - Gikonko","1233","05/16/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Tz No 2","1483","05/16/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Luck long grain","1183","05/16/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Rw - Nyiraburyohe","1183","05/16/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo/Mutiki","1083","05/16/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo - Mushingiriro","693","05/16/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo Ibinyarwanda","593","05/16/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo Colta","1183","05/16/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo Shyushya","733","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Amashu","300","05/16/2024"
"Eastern","RWAMAGANA","Karenge","inshyushyu","600","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Ifi- Indagara-umunyu","2700","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Karoti","800","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Ubunyobwa","2200","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Inyama-ihene","5000","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Inyama-ingurube","3200","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Inyama-inka- Iroti","5000","05/16/2024"
"Eastern","RWAMAGANA","Karenge","inyama-inka-imvange","4000","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Inyama - Inkoko - rwanda","5000","05/16/2024"
"Eastern","RWAMAGANA","Karenge","inyama - inkoko - pondezi","4500","05/16/2024"
"Eastern","RWAMAGANA","Karenge","igi - irinyaRwanda","200","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Igi- Pondeze","150","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Ibirayi - Kuruseke","600","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Ibirayi - Peko","700","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Inyanya","1200","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Amateke","650","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Imyumbati","350","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Ibijumba","200","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Tungurusumu","4500","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Puwavuro","1000","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Urusenda","2400","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Beterave","500","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Imiteja","1000","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Ibiringanya","600","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Imineke","300","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Indimu","1500","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Amacunga","600","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Ibinyomoro","1400","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Amatunda","2400","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Avoka","600","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Ipapayi","250","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Inanasi","350","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Amakara","17000","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Igitoki","450","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Ingano","1200","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Ibigori","250","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Amasaka","600","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Soya","600","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Ibishyimbo Colta","950","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Ibishyimbo Ibinyarwanda","600","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Ibishyimbo Shyushya","600","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Amavuta ubuto","2200","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Ifu-imyumbati","800","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Umuceri - Umuhinde","1500","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Umuceri - RW - Kigori","1200","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Umuceri Pakistani","1500","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Ifu - Ibigori - MINIMEX","1200","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Ifu - Ibigori - Mugurusu","1000","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Ibiryo amatungo Layer Starter Mash","400","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Ibiryo amatungo Layer Grow Mash","400","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Isukari","1600","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Ubuki","6000","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Uree","640","05/16/2024"
"Eastern","RWAMAGANA","Karenge","DAP","722","05/16/2024"
"Eastern","RWAMAGANA","Karenge","Ibihaza","150","05/16/2024"
"Kigali City","KICUKIRO","Ziniya","Imyumbati","600","05/14/2024"
"Kigali City","KICUKIRO","Ziniya","Ibijumba","500","05/14/2024"
"Kigali City","KICUKIRO","Ziniya","Igitoki","450","05/14/2024"
"Kigali City","KICUKIRO","Ziniya","Ibirayi- Kinigi Grade 2","700","05/14/2024"
"Kigali City","KICUKIRO","Ziniya","Ibirayi - Umweru","650","05/14/2024"
"Southern","RUHANGO","Buhanda","Umuceri - RW - Kigori","1200","05/15/2024"
"Southern","RUHANGO","Buhanda","igi - irinyaRwanda","200","05/15/2024"
"Southern","RUHANGO","Buhanda","Igi- Pondeze","180","05/15/2024"
"Southern","RUHANGO","Buhanda","Avoka","250","05/15/2024"
"Southern","RUHANGO","Buhanda","Ibinyomoro","1400","05/15/2024"
"Southern","RUHANGO","Buhanda","Amatunda","1500","05/15/2024"
"Southern","RUHANGO","Buhanda","Dodo","150","05/15/2024"
"Southern","RUHANGO","Buhanda","Ibirayi- Kinigi","700","05/15/2024"
"Southern","RUHANGO","Buhanda","Ibirayi - Umweru","600","05/15/2024"
"Southern","RUHANGO","Buhanda","Amateke","1000","05/15/2024"
"Southern","RUHANGO","Buhanda","Imyumbati","500","05/15/2024"
"Southern","RUHANGO","Buhanda","Ibijumba","400","05/15/2024"
"Southern","RUHANGO","Buhanda","Ibishyimbo Ibinyarwanda","700","05/15/2024"
"Southern","RUHANGO","Buhanda","Inyama-inka- Iroti","4500","05/15/2024"
"Southern","RUHANGO","Buhanda","inyama-inka-imvange","4000","05/15/2024"
"Kigali City","KICUKIRO","Gahanga","Umuceri - Rw - Luck rice","1300","05/15/2024"
"Kigali City","KICUKIRO","Gahanga","Umuceri - RW - Kigori","1200","05/15/2024"
"Kigali City","KICUKIRO","Gahanga","Umuceri Pakistani","1500","05/15/2024"
"Kigali City","KICUKIRO","Gahanga","Umuceri Thailand","1700","05/15/2024"
"Kigali City","KICUKIRO","Gahanga","Umuceri-Tz1","1800","05/15/2024"
"Kigali City","KICUKIRO","Gahanga","Inyanya","1000","05/15/2024"
"Kigali City","KICUKIRO","Gahanga","Karoti","700","05/15/2024"
"Kigali City","KICUKIRO","Gahanga","Soya","900","05/15/2024"
"Kigali City","KICUKIRO","Gahanga","Igitoki","400","05/15/2024"
"Kigali City","KICUKIRO","Gahanga","Imyumbati","600","05/15/2024"
"Kigali City","KICUKIRO","Gahanga","Ingano","1100","05/15/2024"
"Kigali City","KICUKIRO","Gahanga","inshyushyu","500","05/15/2024"
"Kigali City","KICUKIRO","Gahanga","inyama - inkoko - pondezi","4000","05/15/2024"
"Kigali City","KICUKIRO","Gahanga","Inyama - Inkoko - rwanda","5500","05/15/2024"
"Kigali City","KICUKIRO","Gahanga","inyama-inka-imvange","4500","05/15/2024"
"Kigali City","KICUKIRO","Gahanga","Inyama-inka- Iroti","6000","05/15/2024"
"Kigali City","KICUKIRO","Gahanga","Inyama-ihene","5500","05/15/2024"
"Kigali City","KICUKIRO","Gahanga","Inyama-ingurube","3500","05/15/2024"
"Kigali City","KICUKIRO","Gahanga","Igi- Pondeze","150","05/15/2024"
"Kigali City","KICUKIRO","Gahanga","igi - irinyaRwanda","250","05/15/2024"
"Kigali City","KICUKIRO","Gahanga","Ifu - Ibigori - MINIMEX","1000","05/15/2024"
"Kigali City","KICUKIRO","Gahanga","Ifu - Ibigori - Gashumba","1100","05/15/2024"
"Kigali City","KICUKIRO","Gahanga","IFI - Tilapia","4500","05/15/2024"
"Kigali City","KICUKIRO","Gahanga","ibitunguru-bitukura","1500","05/15/2024"
"Southern","MUHANGA","Muhanga","Inyanya","667","05/15/2024"
"Southern","MUHANGA","Muhanga","Karoti","500","05/15/2024"
"Southern","MUHANGA","Muhanga","Imiteja","650","05/15/2024"
"Southern","MUHANGA","Muhanga","Ibishyimbo Shyushya","667","05/15/2024"
"Southern","MUHANGA","Muhanga","Ibishyimbo Ibinyarwanda","557","05/15/2024"
"Southern","MUHANGA","Muhanga","inyama-inka-imvange","3833","05/15/2024"
"Southern","MUHANGA","Muhanga","Inyama-inka- Iroti","4667","05/15/2024"
"Southern","MUHANGA","Muhanga","Umuceri - Rw - Luck rice","1350","05/15/2024"
"Southern","MUHANGA","Muhanga","Umuceri - Rw - Gikonko","1200","05/15/2024"
"Southern","MUHANGA","Muhanga","Isukari","1667","05/15/2024"
"Southern","MUHANGA","Muhanga","Umuceri Pakistani","1400","05/15/2024"
"Southern","MUHANGA","Muhanga","Umuceri - Umuhinde","1467","05/15/2024"
"Southern","MUHANGA","Muhanga","Umuceri Thailand","1800","05/15/2024"
"Southern","MUHANGA","Muhanga","Ifu-ibigori","593","05/15/2024"
"Southern","MUHANGA","Muhanga","Ifu - Ibigori - Mugurusu","933","05/15/2024"
"Southern","MUHANGA","Muhanga","ibitunguru-bitukura","1467","05/15/2024"
"Southern","MUHANGA","Muhanga","Ibitunguru-umweru","1700","05/15/2024"
"Southern","MUHANGA","Muhanga","Tungurusumu","3400","05/15/2024"
"Southern","MUHANGA","Muhanga","Ibinyomoro","1567","05/15/2024"
"Southern","MUHANGA","Muhanga","Amatunda","2000","05/15/2024"
"Southern","MUHANGA","Muhanga","Igi- Pondeze","200","05/15/2024"
"Southern","MUHANGA","Muhanga","igi - irinyaRwanda","250","05/15/2024"
"Southern","MUHANGA","Muhanga","Ibigori","323","05/15/2024"
"Southern","MUHANGA","Muhanga","Ibijumba","317","05/15/2024"
"Southern","MUHANGA","Muhanga","Igitoki","407","05/15/2024"
"Southern","MUHANGA","Muhanga","ibirayi - Kirundo","617","05/15/2024"
"Southern","MUHANGA","Muhanga","Ibirayi - Peko","583","05/15/2024"
"Southern","MUHANGA","Muhanga","Ibirayi- Kinigi","650","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Amatunda","2167","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibinyomoro","1167","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Imiteja","733","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Karoti","500","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Inyanya","867","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Inyama-ingurube","3333","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Inyama-ihene","6000","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Inyama - Inkoko - rwanda","6000","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","inyama - inkoko - pondezi","4000","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","inyama-inka-imvange","4400","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Inyama-inka- Iroti","5500","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri - Rw - Gikonko","1200","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri - RW - Kigori","1100","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri - Rw - Luck rice","1300","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri-Tz1","1667","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri - Tz No 2","1500","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri - Umuhinde","1333","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri Thailand","1700","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ifu - Ibigori - Mugurusu","900","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ifu - Ibigori - MINIMEX","967","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ifi - isambaza","11000","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ifi- Indagara-umunyu","3333","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","IFI - Tomson","2433","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","IFI - Tilapia","4400","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","igi - irinyaRwanda","250","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Igi- Pondeze","150","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Amasaka","667","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibigori","367","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ingano","1000","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Soya","867","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibishyimbo - Mushingiriro","733","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibishyimbo Shyushya","767","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibishyimbo Ibinyarwanda","733","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibishyimbo/Mutiki","967","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibishyimbo Colta","1133","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibishyimbo - Injyamane","1200","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Amateke","800","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Imyumbati","567","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibijumba","433","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Igitoki","467","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","ibirayi - Kirundo","633","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibirayi - Umweru","627","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibirayi- Kinigi","733","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibirayi- Kinigi Grade 1","850","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibirayi- Kinigi Grade 2","750","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Amatunda","2167","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibinyomoro","1167","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Imiteja","733","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Karoti","500","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Inyanya","867","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Inyama-ingurube","3333","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Inyama-ihene","6000","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Inyama - Inkoko - rwanda","6000","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","inyama - inkoko - pondezi","4000","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","inyama-inka-imvange","4400","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Inyama-inka- Iroti","5500","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri - Rw - Gikonko","1200","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri - RW - Kigori","1100","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri - Rw - Luck rice","1300","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri-Tz1","1667","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri - Tz No 2","1500","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri - Umuhinde","1333","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri Thailand","1700","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ifu - Ibigori - Mugurusu","900","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ifu - Ibigori - MINIMEX","967","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ifi - isambaza","11000","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ifi- Indagara-umunyu","3333","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","IFI - Tomson","2433","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","IFI - Tilapia","4400","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","igi - irinyaRwanda","250","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Igi- Pondeze","150","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Amasaka","667","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibigori","367","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ingano","1000","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Soya","867","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibishyimbo - Mushingiriro","733","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibishyimbo Shyushya","767","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibishyimbo Ibinyarwanda","733","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibishyimbo/Mutiki","967","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibishyimbo Colta","1133","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibishyimbo - Injyamane","1200","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Amateke","800","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Imyumbati","567","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibijumba","433","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Igitoki","467","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","ibirayi - Kirundo","633","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibirayi - Umweru","627","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibirayi- Kinigi","733","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibirayi- Kinigi Grade 1","850","05/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibirayi- Kinigi Grade 2","750","05/15/2024"
"Kigali City","GASABO","Batsinda","IFI - Tomson","2767","05/15/2024"
"Kigali City","GASABO","Batsinda","IFI - Tilapia","3433","05/15/2024"
"Kigali City","GASABO","Batsinda","Amateke","783","05/15/2024"
"Kigali City","GASABO","Batsinda","Igitoki","343","05/15/2024"
"Kigali City","GASABO","Batsinda","Imyumbati","483","05/15/2024"
"Kigali City","GASABO","Batsinda","Ibijumba","283","05/15/2024"
"Kigali City","GASABO","Batsinda","Mandarine","983","05/15/2024"
"Kigali City","GASABO","Batsinda","Amacunga","783","05/15/2024"
"Kigali City","GASABO","Batsinda","Ibinyomoro","1383","05/15/2024"
"Kigali City","GASABO","Batsinda","Amatunda","1983","05/15/2024"
"Kigali City","GASABO","Batsinda","ibitunguru-bitukura","1483","05/15/2024"
"Kigali City","GASABO","Batsinda","Ibitunguru-umweru","1983","05/15/2024"
"Kigali City","GASABO","Batsinda","Inyanya","983","05/15/2024"
"Kigali City","GASABO","Batsinda","Imiteja","583","05/15/2024"
"Kigali City","GASABO","Batsinda","Karoti","783","05/15/2024"
"Kigali City","GASABO","Batsinda","Ingano","983","05/15/2024"
"Kigali City","GASABO","Batsinda","Ibigori","343","05/15/2024"
"Kigali City","GASABO","Batsinda","Amasaka","717","05/15/2024"
"Kigali City","GASABO","Batsinda","Soya","833","05/15/2024"
"Kigali City","GASABO","Batsinda","Ifi - isambaza","11933","05/15/2024"
"Kigali City","GASABO","Batsinda","Ifi-Isambaza mbisi","9933","05/15/2024"
"Kigali City","GASABO","Batsinda","Ifi- Indagara-umunyu","3433","05/15/2024"
"Kigali City","GASABO","Batsinda","igi - irinyaRwanda","237","05/15/2024"
"Kigali City","GASABO","Batsinda","Igi- Pondeze","147","05/15/2024"
"Kigali City","GASABO","Batsinda","Inyama-ingurube","3433","05/15/2024"
"Kigali City","GASABO","Batsinda","Inyama-inka- Iroti","5933","05/15/2024"
"Kigali City","GASABO","Batsinda","inyama-inka-imvange","4767","05/15/2024"
"Kigali City","GASABO","Batsinda","Inyama - inkoko","3933","05/15/2024"
"Kigali City","GASABO","Batsinda","Ifu - Ibigori - Mugurusu","783","05/15/2024"
"Kigali City","GASABO","Batsinda","Ifu - Ibigori - MINIMEX","1083","05/15/2024"
"Kigali City","GASABO","Batsinda","Ifu - Ibigori - Gashumba","1183","05/15/2024"
"Kigali City","GASABO","Batsinda","inshyushyu","543","05/15/2024"
"Kigali City","GASABO","Batsinda","Isukari","1383","05/15/2024"
"Kigali City","GASABO","Batsinda","Amavuta - Amamesa","2933","05/15/2024"
"Kigali City","GASABO","Batsinda","Amavuta ubuto","1983","05/15/2024"
"Kigali City","GASABO","Batsinda","Ibirayi - Umweru","593","05/15/2024"
"Kigali City","GASABO","Batsinda","Ibirayi- Kinigi Grade 2","643","05/15/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo/Mutiki","1083","05/15/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo Shyushya","733","05/15/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo Ibinyarwanda","593","05/15/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo Colta","1193","05/15/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Umuhinde","1283","05/15/2024"
"Kigali City","GASABO","Batsinda","Umuceri Pakistani","1383","05/15/2024"
"Kigali City","GASABO","Batsinda","Umuceri Thailand","1583","05/15/2024"
"Kigali City","GASABO","Batsinda","Umuceri-Tz1","1783","05/15/2024"
"Kigali City","GASABO","Batsinda","Umuceri - RW - Kigori","1183","05/15/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Rw - Gikonko","1233","05/15/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Tz No 2","1483","05/15/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Rw - Luck rice","1283","05/15/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Rw - Nyiraburyohe","1183","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Dodo","300","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Amavuta - Amamesa","2000","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Imineke","800","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Inanasi","333","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Amacunga","650","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Amatunda","1300","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Ibinyomoro","1200","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Puwaro","1200","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Amashu","192","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Puwavuro","1000","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Karoti","700","05/15/2024"
"Western","NYAMASHEKE","Bushenge","ibitunguru-bitukura","1683","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Avoka","300","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Amapera","267","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Inkoko - Isake","4000","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Inyanya","817","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Imyumbati","500","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Igitoki","350","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Amateke","200","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Ibijumba","192","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Ingurube","68667","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Ihene","47333","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Inyama-ingurube","3500","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Isukari","1700","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Umuceri - Tz No 2","1050","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Umuceri-RW","1300","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Ifu - Ibigori - Mugurusu","900","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Ibirayi","700","05/15/2024"
"Western","NYAMASHEKE","Bushenge","ibirayi - Kirundo","650","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Ifu-amasaka","867","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Amasaka","607","05/15/2024"
"Western","NYAMASHEKE","Bushenge","inyama-inka-imvange","4000","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Inyama-inka- Iroti","4500","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Soya","817","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Ubunyobwa","1467","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Urunyogwe","1500","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Amashaza","2433","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Ibishyimbo Kiryumukwe","617","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Ibishyimbo Ibinyarwanda","600","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Ibishyimbo - Mushingiriro","600","05/15/2024"
"Western","NYAMASHEKE","Bushenge","Ibigori","400","05/15/2024"
"Western","NYAMASHEKE","Bushenge","inshyushyu","400","05/15/2024"
"Western","NYAMASHEKE","Bushenge","igi - irinyaRwanda","190","05/15/2024"
"Eastern","NGOMA","kibungo","Ibirayi - Umweru","600","05/15/2024"
"Eastern","NGOMA","kibungo","Amatunda","2000","05/15/2024"
"Eastern","NGOMA","kibungo","Amapera","700","05/15/2024"
"Eastern","NGOMA","kibungo","Urunyogwe","2000","05/15/2024"
"Eastern","NGOMA","kibungo","Urusenda","800","05/15/2024"
"Eastern","NGOMA","kibungo","Imineke","600","05/15/2024"
"Eastern","NGOMA","kibungo","Imiteja","800","05/15/2024"
"Eastern","NGOMA","kibungo","Ibirayi- Kinigi Grade 2","700","05/15/2024"
